id,first_name,last_name,email,gender,part_time_job,absence_days,extracurricular_activities,weekly_self_study_hours,career_aspiration,math_score,history_score,physics_score,chemistry_score,biology_score,english_score,geography_score,quiz_score,time_spent,engagement_score
1076,David,Mays,david.mays.1076@gslingacademy.com,male,False,2,True,7,Real Estate Developer,71,96,83.0,76,60,87,74,0.5135135135135136,0.462962962962963,0.49329329329329336
1077,Sheryl,Parker,sheryl.parker.1077@gslingacademy.com,female,False,9,False,4,Business Owner,72,69,58.0,79,70,50,98,0.31660231660231664,0.7962962962962963,0.5084799084799085
1078,Ross,Sanchez,ross.sanchez.1078@gslingacademy.com,male,False,2,False,25,Unknown,74,67,90.0,69,83,89,68,0.4864864864864864,0.4444444444444444,0.4696696696696696
1079,Robert,Barnett,robert.barnett.1079@gslingacademy.com,male,False,2,False,28,Software Engineer,99,84,75.0,81,91,87,63,0.640926640926641,0.2962962962962963,0.5030745030745031
1080,Dean,Sims,dean.sims.1080@gslingacademy.com,male,False,4,False,19,Stock Investor,99,78,74.0,95,72,65,91,0.6177606177606179,0.22222222222222218,0.4595452595452596
1081,Jaime,Morrison,jaime.morrison.1081@gslingacademy.com,male,False,2,False,16,Software Engineer,88,71,82.0,98,91,73,74,0.6293436293436296,0.35185185185185186,0.5183469183469185
1082,Regina,Hernandez,regina.hernandez.1082@gslingacademy.com,female,False,3,False,6,Unknown,65,72,77.0,89,74,76,61,0.3861003861003862,0.4444444444444444,0.4094380094380095
1083,Margaret,Smith,margaret.smith.1083@gslingacademy.com,female,True,5,False,4,Business Owner,90,99,87.0,81,90,80,92,0.7915057915057915,0.05555555555555555,0.49712569712569704
1084,Kyle,Garcia,kyle.garcia.1084@gslingacademy.com,male,False,9,False,34,Lawyer,91,88,79.0,60,82,96,83,0.6370656370656369,0.16666666666666666,0.4489060489060488
1085,Trevor,Stark,trevor.stark.1085@gslingacademy.com,male,True,3,False,31,Lawyer,86,92,66.0,66,100,99,91,0.718146718146718,0.037037037037037035,0.44570284570284563
1086,Nathaniel,Adams,nathaniel.adams.1086@gslingacademy.com,male,False,2,False,27,Software Engineer,86,84,98.0,67,76,75,65,0.528957528957529,0.7407407407407407,0.6136708136708137
1087,Gabriela,Martinez,gabriela.martinez.1087@gslingacademy.com,female,False,4,False,22,Software Engineer,92,91,85.0,94,69,80,71,0.6486486486486487,0.8148148148148148,0.7151151151151152
1088,Debra,Walter,debra.walter.1088@gslingacademy.com,female,False,3,True,25,Banker,90,97,64.0,64,61,81,93,0.5250965250965249,0.31481481481481477,0.4409838409838409
1089,Kimberly,Herrera,kimberly.herrera.1089@gslingacademy.com,female,False,3,False,19,Accountant,98,69,61.0,62,82,87,64,0.4208494208494207,0.8518518518518519,0.5932503932503932
1090,William,Fleming,william.fleming.1090@gslingacademy.com,male,False,1,False,28,Lawyer,72,93,68.0,62,83,98,67,0.4980694980694982,0.6481481481481481,0.5581009581009582
1091,Brandon,Foster,brandon.foster.1091@gslingacademy.com,male,True,3,True,34,Scientist,77,93,83.0,84,83,84,71,0.6216216216216215,0.8518518518518519,0.7137137137137137
1092,John,Wilson,john.wilson.1092@gslingacademy.com,male,False,10,False,5,Business Owner,75,52,84.0,70,81,99,85,0.5096525096525095,0.38888888888888884,0.46134706134706127
1093,George,Kerr,george.kerr.1093@gslingacademy.com,male,True,1,False,34,Lawyer,94,82,83.0,76,83,93,94,0.7374517374517375,0.6111111111111112,0.686915486915487
1094,Kenneth,Gilbert,kenneth.gilbert.1094@gslingacademy.com,male,False,7,False,34,Banker,75,88,71.0,62,90,78,95,0.5598455598455598,0.8518518518518519,0.6766480766480767
1095,Jodi,Price,jodi.price.1095@gslingacademy.com,female,False,0,False,19,Software Engineer,91,91,66.0,97,62,89,82,0.6332046332046333,0.12962962962962962,0.4317746317746318
1096,Jordan,Sheppard,jordan.sheppard.1096@gslingacademy.com,male,False,0,False,13,Accountant,75,64,100.0,63,98,71,73,0.5019305019305018,0.7222222222222222,0.59004719004719
1097,Tristan,Martinez,tristan.martinez.1097@gslingacademy.com,male,False,3,False,18,Accountant,93,79,86.0,72,89,61,98,0.6332046332046333,0.8888888888888888,0.7354783354783355
1098,Sharon,Chandler,sharon.chandler.1098@gslingacademy.com,female,False,5,False,1,Game Developer,86,81,80.0,85,62,86,69,0.5212355212355213,0.7962962962962963,0.6312598312598313
1099,Steven,Allen,steven.allen.1099@gslingacademy.com,male,False,1,False,29,Unknown,92,61,96.0,79,97,89,78,0.6872586872586872,0.33333333333333337,0.5456885456885456
1100,Douglas,Robertson,douglas.robertson.1100@gslingacademy.com,male,False,5,False,34,Software Engineer,90,91,61.0,72,64,84,72,0.4633204633204637,0.7592592592592593,0.5816959816959819
1101,Sabrina,Zavala,sabrina.zavala.1101@gslingacademy.com,female,False,1,False,31,Scientist,92,78,96.0,91,82,98,100,0.8610038610038613,0.7407407407407407,0.812898612898613
1102,Corey,Merritt,corey.merritt.1102@gslingacademy.com,male,False,2,False,14,Accountant,90,88,71.0,96,72,74,80,0.6061776061776061,0.6666666666666666,0.6303732303732303
1103,Jennifer,Salas,jennifer.salas.1103@gslingacademy.com,female,False,6,True,32,Lawyer,78,92,77.0,100,61,82,61,0.528957528957529,0.09259259259259259,0.3544115544115544
1104,John,Klein,john.klein.1104@gslingacademy.com,male,False,10,False,5,Business Owner,82,58,58.0,91,91,55,98,0.4594594594594592,0.9444444444444444,0.6534534534534533
1105,Rachel,Grant,rachel.grant.1105@gslingacademy.com,female,False,5,False,33,Software Engineer,86,62,81.0,63,75,92,95,0.5405405405405403,0.462962962962963,0.5095095095095095
1106,Jose,Wood,jose.wood.1106@gslingacademy.com,male,False,1,False,32,Scientist,83,63,93.0,94,93,90,78,0.6949806949806954,0.6111111111111112,0.6614328614328617
1107,Michelle,Mcdonald,michelle.mcdonald.1107@gslingacademy.com,female,False,0,False,11,Teacher,69,85,70.0,79,68,81,89,0.4903474903474905,0.8148148148148148,0.6201344201344202
1108,Thomas,George,thomas.george.1108@gslingacademy.com,male,False,0,False,12,Banker,83,81,96.0,96,62,82,77,0.6293436293436296,0.09259259259259259,0.4146432146432148
1109,Charles,Torres,charles.torres.1109@gslingacademy.com,male,False,2,False,24,Banker,84,63,98.0,70,92,78,93,0.6332046332046333,0.6666666666666666,0.6465894465894466
1110,Jonathan,Finley,jonathan.finley.1110@gslingacademy.com,male,False,2,True,29,Banker,89,71,77.0,88,66,80,87,0.5559845559845558,0.5925925925925926,0.5706277706277705
1111,Diana,Long,diana.long.1111@gslingacademy.com,female,False,0,False,33,Accountant,77,99,73.0,83,71,82,80,0.583011583011583,0.962962962962963,0.734992134992135
1112,Jonathan,Johnson,jonathan.johnson.1112@gslingacademy.com,male,False,0,False,13,Construction Engineer,94,88,98.0,64,99,98,96,0.8610038610038613,0.38888888888888884,0.6721578721578723
1113,Nicole,Robinson,nicole.robinson.1113@gslingacademy.com,female,False,3,False,10,Teacher,93,64,81.0,74,96,94,98,0.718146718146718,0.37037037037037035,0.5790361790361789
1114,Rebecca,Mckinney,rebecca.mckinney.1114@gslingacademy.com,female,False,3,False,38,Doctor,92,88,90.0,94,88,92,96,0.8725868725868726,0.09259259259259259,0.5605891605891606
1115,Daniel,Guerrero,daniel.guerrero.1115@gslingacademy.com,male,False,2,False,5,Real Estate Developer,73,87,92.0,99,84,91,71,0.7065637065637067,0.09259259259259259,0.46097526097526104
1116,Jillian,Dominguez,jillian.dominguez.1116@gslingacademy.com,female,False,3,True,35,Unknown,90,87,100.0,98,91,98,96,0.9498069498069501,1.0,0.96988416988417
1117,Samantha,Phillips,samantha.phillips.1117@gslingacademy.com,female,True,10,False,1,Business Owner,87,58,85.0,82,100,87,91,0.67953667953668,0.8703703703703703,0.7558701558701562
1118,Dylan,Rogers,dylan.rogers.1118@gslingacademy.com,male,False,2,False,21,Software Engineer,88,74,99.0,72,63,87,79,0.5714285714285716,0.05555555555555555,0.36507936507936517
1119,Brittany,Spencer,brittany.spencer.1119@gslingacademy.com,female,False,6,False,5,Unknown,88,99,71.0,85,82,94,90,0.752895752895753,0.537037037037037,0.6665522665522665
1120,Melissa,Terry,melissa.terry.1120@gslingacademy.com,female,True,1,True,15,Banker,96,87,64.0,88,64,92,77,0.5945945945945947,0.1851851851851852,0.4308308308308309
1121,Robin,Perez,robin.perez.1121@gslingacademy.com,female,False,3,False,28,Doctor,89,96,85.0,91,100,91,91,0.8841698841698844,0.537037037037037,0.7453167453167454
1122,Veronica,Hopkins,veronica.hopkins.1122@gslingacademy.com,female,False,1,False,5,Real Estate Developer,58,77,69.0,83,94,70,97,0.5173745173745177,0.5555555555555556,0.5326469326469329
1123,Daniel,Lewis,daniel.lewis.1123@gslingacademy.com,male,False,2,False,35,Doctor,95,98,97.0,94,88,99,96,0.9768339768339773,0.42592592592592593,0.7564707564707568
1124,Mallory,Collins,mallory.collins.1124@gslingacademy.com,female,False,8,True,28,Banker,76,69,86.0,72,71,79,63,0.3938223938223937,1.0,0.6362934362934363
1125,Stephen,Sosa,stephen.sosa.1125@gslingacademy.com,male,False,2,False,16,Construction Engineer,87,89,91.0,76,77,97,61,0.6332046332046333,0.14814814814814814,0.43918203918203924
1126,Andrew,Hunter,andrew.hunter.1126@gslingacademy.com,male,False,2,False,29,Unknown,60,65,86.0,66,61,99,89,0.43243243243243246,1.0,0.6594594594594595
1127,David,Hartman,david.hartman.1127@gslingacademy.com,male,False,10,False,3,Business Owner,70,61,83.0,52,81,97,69,0.38223938223938236,0.037037037037037035,0.2441584441584442
1128,Paul,Taylor,paul.taylor.1128@gslingacademy.com,male,False,6,False,35,Construction Engineer,90,86,99.0,94,100,89,85,0.8841698841698844,0.9259259259259258,0.900872300872301
1129,Brittany,Simmons,brittany.simmons.1129@gslingacademy.com,female,False,2,False,29,Unknown,75,96,61.0,73,60,77,81,0.4208494208494207,0.5555555555555556,0.4747318747318746
1130,Emma,Jones,emma.jones.1130@gslingacademy.com,female,False,3,True,14,Accountant,96,100,96.0,87,83,81,95,0.8648648648648649,0.7222222222222222,0.8078078078078079
1131,Matthew,Aguilar,matthew.aguilar.1131@gslingacademy.com,male,False,2,False,11,Banker,88,98,81.0,61,62,96,60,0.5096525096525095,0.6666666666666666,0.5724581724581723
1132,Brett,Myers,brett.myers.1132@gslingacademy.com,male,False,2,True,1,Game Developer,99,60,87.0,94,71,93,93,0.7065637065637067,0.6481481481481481,0.6831974831974832
1133,Lisa,Alexander,lisa.alexander.1133@gslingacademy.com,female,False,4,False,14,Teacher,86,99,64.0,88,84,95,97,0.7683397683397684,0.42592592592592593,0.6313742313742314
1134,Stephanie,Allen,stephanie.allen.1134@gslingacademy.com,female,False,4,True,11,Designer,96,61,85.0,87,83,80,79,0.6061776061776061,0.5555555555555556,0.5859287859287858
1135,Rebecca,Clark,rebecca.clark.1135@gslingacademy.com,female,False,3,False,28,Lawyer,87,99,70.0,81,62,90,91,0.640926640926641,0.09259259259259259,0.4215930215930216
1136,Andrew,Sanders,andrew.sanders.1136@gslingacademy.com,male,False,6,False,18,Software Engineer,89,90,96.0,97,87,84,63,0.7413127413127412,0.018518518518518517,0.4521950521950521
1137,Julia,Day,julia.day.1137@gslingacademy.com,female,False,1,False,31,Writer,77,98,67.0,67,80,90,66,0.5057915057915059,0.35185185185185186,0.4442156442156443
1138,Amber,Levy,amber.levy.1138@gslingacademy.com,female,True,6,False,2,Business Owner,57,71,51.0,59,84,74,68,0.1930501930501931,0.5,0.3158301158301159
1139,Nicole,Daniel,nicole.daniel.1139@gslingacademy.com,female,False,0,False,32,Accountant,88,93,91.0,92,53,65,88,0.6023166023166024,0.1851851851851852,0.4354640354640355
1140,Sarah,Wells,sarah.wells.1140@gslingacademy.com,female,False,3,False,3,Real Estate Developer,56,75,78.0,82,98,99,81,0.5984555984555988,0.05555555555555555,0.3812955812955815
1141,Laura,Stone,laura.stone.1141@gslingacademy.com,female,True,1,False,33,Accountant,94,79,64.0,79,96,98,93,0.7297297297297298,0.2592592592592593,0.5415415415415415
1142,Katherine,Glenn,katherine.glenn.1142@gslingacademy.com,female,False,3,False,4,Business Owner,57,71,76.0,59,58,84,73,0.24710424710424728,0.09259259259259259,0.1852995852995854
1143,Catherine,Mccall,catherine.mccall.1143@gslingacademy.com,female,True,4,False,0,Business Owner,81,86,68.0,65,87,78,82,0.5135135135135136,0.9814814814814814,0.7007007007007007
1144,Tammy,Andrews,tammy.andrews.1144@gslingacademy.com,female,False,2,False,10,Stock Investor,96,83,64.0,84,98,79,99,0.7297297297297298,0.8888888888888888,0.7933933933933934
1145,Kathryn,Powell,kathryn.powell.1145@gslingacademy.com,female,False,8,False,11,Banker,97,66,76.0,80,81,82,64,0.5096525096525095,0.537037037037037,0.5206063206063205
1146,Michael,Lutz,michael.lutz.1146@gslingacademy.com,male,False,3,False,5,Game Developer,86,76,92.0,86,75,67,79,0.5675675675675675,0.6851851851851851,0.6146146146146145
1147,Brian,Myers,brian.myers.1147@gslingacademy.com,male,False,4,False,33,Doctor,94,74,95.0,82,100,63,97,0.7374517374517375,0.9259259259259258,0.8128414128414129
1148,Maria,Adams,maria.adams.1148@gslingacademy.com,female,False,2,True,29,Software Engineer,88,83,94.0,80,97,95,78,0.7760617760617761,0.018518518518518517,0.47304447304447306
1149,Ronnie,Nguyen,ronnie.nguyen.1149@gslingacademy.com,male,False,3,False,26,Unknown,84,74,74.0,67,72,99,65,0.46718146718146736,0.2592592592592593,0.38401258401258415
1150,Daniel,Stephens,daniel.stephens.1150@gslingacademy.com,male,False,1,False,25,Stock Investor,85,82,88.0,62,71,71,75,0.4633204633204637,0.1851851851851852,0.3520663520663523
1151,Brandon,Oliver,brandon.oliver.1151@gslingacademy.com,male,False,2,True,30,Unknown,78,89,95.0,71,68,71,69,0.4903474903474905,0.12962962962962962,0.34606034606034614
1152,David,Vazquez,david.vazquez.1152@gslingacademy.com,male,False,2,False,13,Unknown,86,66,77.0,74,84,72,95,0.5405405405405403,0.462962962962963,0.5095095095095095
1153,Desiree,Moore,desiree.moore.1153@gslingacademy.com,female,False,1,False,25,Software Engineer,99,98,80.0,83,89,68,61,0.6332046332046333,0.9259259259259258,0.7502931502931502
1154,Jessica,Turner,jessica.turner.1154@gslingacademy.com,female,False,0,False,15,Teacher,67,64,99.0,84,100,81,78,0.6138996138996142,0.8148148148148148,0.6942656942656944
1155,Scott,Bishop,scott.bishop.1155@gslingacademy.com,male,False,6,False,10,Banker,84,94,60.0,83,97,75,97,0.67953667953668,0.7962962962962963,0.7262405262405265
1156,Cassandra,Flores,cassandra.flores.1156@gslingacademy.com,female,True,3,True,0,Artist,72,62,96.0,95,97,71,83,0.6254826254826256,0.07407407407407407,0.40491920491920497
1157,Miguel,Hernandez,miguel.hernandez.1157@gslingacademy.com,male,True,1,False,17,Designer,74,88,99.0,92,93,85,81,0.7644787644787647,0.09259259259259259,0.4957242957242958
1158,Brittany,Welch,brittany.welch.1158@gslingacademy.com,female,True,5,False,4,Business Owner,74,74,83.0,52,70,87,95,0.46718146718146736,0.462962962962963,0.46549406549406563
1159,Robert,Ross,robert.ross.1159@gslingacademy.com,male,False,3,False,32,Lawyer,91,92,64.0,69,82,94,61,0.5366795366795367,0.9814814814814814,0.7146003146003146
1160,Jennifer,White,jennifer.white.1160@gslingacademy.com,female,False,5,False,34,Accountant,77,66,94.0,77,49,83,64,0.3706563706563708,0.05555555555555555,0.2446160446160447
1161,Rebecca,Smith,rebecca.smith.1161@gslingacademy.com,female,False,7,False,8,Government Officer,87,90,91.0,60,95,67,62,0.5328185328185331,0.33333333333333337,0.4530244530244532
1162,Jessica,Ferrell,jessica.ferrell.1162@gslingacademy.com,female,False,1,True,3,Unknown,60,70,61.0,63,61,71,73,0.17374517374517362,0.35185185185185186,0.24498784498784493
1163,Jeremy,Montgomery,jeremy.montgomery.1163@gslingacademy.com,male,False,1,True,3,Business Owner,92,84,86.0,80,73,97,88,0.718146718146718,0.5925925925925926,0.6679250679250679
1164,Angel,Gilbert,angel.gilbert.1164@gslingacademy.com,female,True,9,False,4,Business Owner,71,89,63.0,50,63,64,69,0.21235521235521237,0.35185185185185186,0.26815386815386816
1165,Rebecca,Roman,rebecca.roman.1165@gslingacademy.com,female,False,1,False,2,Artist,62,100,91.0,75,99,76,78,0.644787644787645,0.8888888888888888,0.7424281424281426
1166,Frank,Lopez,frank.lopez.1166@gslingacademy.com,male,False,0,False,0,Real Estate Developer,100,85,81.0,91,75,64,83,0.6370656370656369,0.2037037037037037,0.46372086372086363
1167,Thomas,Hernandez,thomas.hernandez.1167@gslingacademy.com,male,False,5,True,3,Game Developer,94,65,100.0,77,66,96,68,0.586872586872587,0.8518518518518519,0.692864292864293
1168,Crystal,Miller,crystal.miller.1168@gslingacademy.com,female,False,4,False,4,Artist,98,80,66.0,94,86,72,86,0.6486486486486487,0.0,0.3891891891891892
1169,Nicholas,Wallace,nicholas.wallace.1169@gslingacademy.com,male,False,3,False,21,Construction Engineer,94,81,88.0,81,71,92,73,0.640926640926641,0.462962962962963,0.5697411697411698
1170,Arthur,Brown,arthur.brown.1170@gslingacademy.com,male,False,3,False,4,Game Developer,92,69,93.0,67,79,84,69,0.5366795366795367,0.24074074074074073,0.4183040183040183
1171,Corey,Monroe,corey.monroe.1171@gslingacademy.com,male,False,5,True,1,Business Owner,50,87,93.0,84,86,73,74,0.5135135135135136,0.6851851851851851,0.5821821821821822
1172,Angel,Green,angel.green.1172@gslingacademy.com,female,False,7,False,49,Doctor,99,98,94.0,96,95,88,92,0.9575289575289574,0.6666666666666666,0.841184041184041
1173,Tina,Anderson,tina.anderson.1173@gslingacademy.com,female,False,3,False,12,Teacher,70,68,89.0,60,79,85,66,0.3976833976833978,0.1851851851851852,0.3126841126841127
1174,Rebecca,Khan,rebecca.khan.1174@gslingacademy.com,female,False,6,False,9,Government Officer,92,93,86.0,61,78,80,62,0.5328185328185331,0.6481481481481481,0.5789503789503792
1175,Terry,Dean,terry.dean.1175@gslingacademy.com,male,True,1,False,20,Banker,82,70,86.0,66,97,93,91,0.66023166023166,0.22222222222222218,0.48502788502788485
1176,Tyler,Martin,tyler.martin.1176@gslingacademy.com,male,False,7,True,16,Construction Engineer,83,73,82.0,62,92,68,76,0.471042471042471,0.7777777777777778,0.5937365937365937
1177,Derrick,Hartman,derrick.hartman.1177@gslingacademy.com,male,False,1,False,13,Stock Investor,84,85,64.0,74,79,92,64,0.4942084942084941,0.037037037037037035,0.3113399113399113
1178,Mark,Stevens,mark.stevens.1178@gslingacademy.com,male,False,0,False,30,Unknown,60,71,91.0,83,93,88,97,0.6525096525096528,0.5925925925925926,0.6285428285428287
1179,Scott,Tate,scott.tate.1179@gslingacademy.com,male,False,3,False,7,Unknown,67,60,99.0,60,82,81,63,0.3783783783783783,0.09259259259259259,0.264064064064064
1180,Melissa,Deleon,melissa.deleon.1180@gslingacademy.com,female,False,3,False,38,Doctor,96,92,93.0,91,88,90,88,0.8648648648648649,0.9074074074074074,0.8818818818818819
1181,Nicole,Newman,nicole.newman.1181@gslingacademy.com,female,False,4,False,7,Stock Investor,97,63,61.0,77,74,94,61,0.43629343629343653,0.16666666666666666,0.32844272844272854
1182,Brent,Burton,brent.burton.1182@gslingacademy.com,male,False,1,False,8,Unknown,89,62,79.0,60,93,77,73,0.4594594594594592,0.07407407407407407,0.30530530530530514
1183,Victor,Bright,victor.bright.1183@gslingacademy.com,male,False,0,False,8,Real Estate Developer,68,95,62.0,65,70,65,64,0.28957528957528966,0.40740740740740744,0.33670813670813676
1184,Kenneth,Turner,kenneth.turner.1184@gslingacademy.com,male,False,9,True,11,Construction Engineer,82,85,94.0,75,97,98,76,0.7451737451737452,0.16666666666666666,0.5137709137709138
1185,Lisa,Bailey,lisa.bailey.1185@gslingacademy.com,female,False,3,True,30,Software Engineer,85,78,99.0,81,60,83,75,0.5675675675675675,0.7962962962962963,0.659059059059059
1186,Nancy,Fowler,nancy.fowler.1186@gslingacademy.com,female,False,3,True,11,Unknown,86,66,84.0,86,74,91,66,0.5366795366795367,0.018518518518518517,0.32941512941512946
1187,Gabriel,Wilson,gabriel.wilson.1187@gslingacademy.com,male,False,2,False,35,Accountant,87,86,89.0,94,93,91,88,0.8262548262548264,0.22222222222222218,0.5846417846417847
1188,Andrea,Barrett,andrea.barrett.1188@gslingacademy.com,female,False,7,False,4,Business Owner,98,81,58.0,78,91,74,75,0.5444015444015444,0.7222222222222222,0.6155298155298156
1189,Jessica,Williams,jessica.williams.1189@gslingacademy.com,female,False,9,True,6,Real Estate Developer,91,94,75.0,86,84,67,97,0.6949806949806954,0.018518518518518517,0.42439582439582463
1190,Hector,Cox,hector.cox.1190@gslingacademy.com,male,False,1,False,33,Doctor,100,90,89.0,91,86,75,72,0.7297297297297298,0.35185185185185186,0.5785785785785786
1191,Michelle,Mendoza,michelle.mendoza.1191@gslingacademy.com,female,False,1,False,1,Real Estate Developer,50,60,70.0,75,100,62,100,0.3976833976833978,0.0,0.23861003861003866
1192,Adam,Wallace,adam.wallace.1192@gslingacademy.com,male,False,3,False,11,Designer,75,92,70.0,62,87,87,98,0.6061776061776061,0.6666666666666666,0.6303732303732303
1193,Kelly,Harris,kelly.harris.1193@gslingacademy.com,female,False,7,False,21,Stock Investor,86,62,81.0,63,92,75,79,0.4787644787644787,0.14814814814814814,0.34651794651794643
1194,Anthony,Clark,anthony.clark.1194@gslingacademy.com,male,False,3,False,24,Banker,80,66,67.0,72,78,99,67,0.4440154440154438,0.2962962962962963,0.3849277849277848
1195,Randall,Wyatt,randall.wyatt.1195@gslingacademy.com,male,False,7,False,4,Business Owner,56,66,92.0,74,79,80,68,0.38996138996138985,0.14814814814814814,0.2932360932360931
1196,Ryan,Sutton,ryan.sutton.1196@gslingacademy.com,male,False,1,False,1,Game Developer,91,72,85.0,78,92,82,85,0.66023166023166,0.1851851851851852,0.4702130702130701
1197,Rick,Garcia,rick.garcia.1197@gslingacademy.com,male,False,1,True,12,Construction Engineer,94,65,90.0,79,97,76,75,0.6254826254826256,0.2592592592592593,0.4789932789932791
1198,Frank,Schmitt,frank.schmitt.1198@gslingacademy.com,male,False,7,False,28,Construction Engineer,81,82,99.0,86,88,60,89,0.66023166023166,0.42592592592592593,0.5665093665093663
1199,Alan,Mcgrath,alan.mcgrath.1199@gslingacademy.com,male,False,2,False,20,Accountant,94,82,91.0,94,100,99,69,0.8301158301158305,0.6851851851851851,0.7721435721435723
1200,Lauren,Gomez,lauren.gomez.1200@gslingacademy.com,female,False,3,False,35,Doctor,99,89,93.0,87,86,90,96,0.8725868725868726,1.0,0.9235521235521236
1201,Katherine,Taylor,katherine.taylor.1201@gslingacademy.com,female,False,0,False,33,Lawyer,88,83,62.0,88,100,83,84,0.6718146718146718,0.6296296296296297,0.6549406549406549
1202,Ashley,York,ashley.york.1202@gslingacademy.com,female,False,6,False,4,Real Estate Developer,79,74,68.0,82,65,73,89,0.44787644787644787,0.537037037037037,0.4835406835406835
1203,Charles,Rangel,charles.rangel.1203@gslingacademy.com,male,True,4,False,1,Business Owner,49,85,70.0,90,79,71,67,0.37451737451737444,0.5555555555555556,0.4469326469326469
1204,Brooke,Burnett,brooke.burnett.1204@gslingacademy.com,female,False,5,False,7,Government Officer,97,99,67.0,87,66,68,67,0.528957528957529,0.8888888888888888,0.6729300729300729
1205,Ronald,Lane,ronald.lane.1205@gslingacademy.com,male,False,3,False,27,Construction Engineer,96,70,82.0,71,99,90,65,0.6138996138996142,0.07407407407407407,0.3979693979693981
1206,Emma,Andrews,emma.andrews.1206@gslingacademy.com,female,False,2,False,34,Stock Investor,89,71,75.0,65,74,93,90,0.5521235521235521,0.7962962962962963,0.6497926497926498
1207,Nancy,Esparza,nancy.esparza.1207@gslingacademy.com,female,True,2,False,17,Software Engineer,94,90,77.0,65,83,79,96,0.6563706563706564,0.9074074074074074,0.7567853567853569
1208,Sean,Erickson,sean.erickson.1208@gslingacademy.com,male,False,1,False,18,Unknown,62,73,95.0,68,61,60,68,0.28185328185328173,0.24074074074074073,0.26540826540826534
1209,Heather,Davis,heather.davis.1209@gslingacademy.com,female,False,2,True,9,Real Estate Developer,68,94,92.0,77,79,88,74,0.6100386100386097,0.962962962962963,0.751208351208351
1210,Kimberly,Bailey,kimberly.bailey.1210@gslingacademy.com,female,False,2,False,3,Real Estate Developer,58,66,99.0,98,69,65,78,0.4594594594594592,0.1851851851851852,0.3497497497497496
1211,Tracy,Garcia,tracy.garcia.1211@gslingacademy.com,female,False,5,False,28,Banker,92,77,75.0,84,74,82,78,0.5714285714285716,0.14814814814814814,0.4021164021164022
1212,Brenda,Rhodes,brenda.rhodes.1212@gslingacademy.com,female,False,5,False,28,Stock Investor,90,78,86.0,83,98,71,84,0.67953667953668,0.6111111111111112,0.6521664521664524
1213,Sarah,Brooks,sarah.brooks.1213@gslingacademy.com,female,False,2,False,26,Doctor,84,67,89.0,96,88,60,88,0.6100386100386097,0.2037037037037037,0.4475046475046473
1214,Jennifer,Beck,jennifer.beck.1214@gslingacademy.com,female,True,10,True,4,Business Owner,81,85,50.0,53,55,91,78,0.3050193050193051,0.6296296296296297,0.43486343486343493
1215,Allison,Bond,allison.bond.1215@gslingacademy.com,female,False,3,False,15,Teacher,87,89,94.0,82,81,98,88,0.7915057915057915,0.6296296296296297,0.7267553267553267
1216,Jessica,Smith,jessica.smith.1216@gslingacademy.com,female,False,3,False,33,Unknown,88,75,83.0,74,76,72,61,0.4440154440154438,0.0,0.26640926640926627
1217,Carol,Nguyen,carol.nguyen.1217@gslingacademy.com,female,False,3,True,31,Writer,76,83,100.0,96,65,98,97,0.7760617760617761,0.7222222222222222,0.7545259545259546
1218,George,Francis,george.francis.1218@gslingacademy.com,male,False,5,True,7,Government Officer,60,66,65.0,90,61,96,74,0.3783783783783783,0.38888888888888884,0.3825825825825825
1219,Michelle,Dixon,michelle.dixon.1219@gslingacademy.com,female,False,1,False,26,Unknown,85,64,98.0,68,70,63,77,0.4285714285714284,0.5185185185185185,0.4645502645502644
1220,Linda,George,linda.george.1220@gslingacademy.com,female,False,9,False,3,Business Owner,73,88,57.0,93,85,85,77,0.5559845559845558,0.12962962962962962,0.3854425854425853
1221,Larry,Bruce,larry.bruce.1221@gslingacademy.com,male,False,5,False,31,Lawyer,99,81,80.0,89,75,83,93,0.718146718146718,0.1851851851851852,0.5049621049621049
1222,Charles,Myers,charles.myers.1222@gslingacademy.com,male,False,4,False,1,Business Owner,95,57,77.0,81,83,57,70,0.40926640926640934,0.7407407407407407,0.5418561418561418
1223,Matthew,Boyd,matthew.boyd.1223@gslingacademy.com,male,False,4,True,30,Accountant,92,90,92.0,78,59,68,96,0.6216216216216215,0.6666666666666666,0.6396396396396395
1224,Ronald,Brewer,ronald.brewer.1224@gslingacademy.com,male,False,2,True,28,Lawyer,100,94,76.0,60,95,90,66,0.644787644787645,0.24074074074074073,0.4831688831688833
1225,Kimberly,Mcgee,kimberly.mcgee.1225@gslingacademy.com,female,True,3,False,24,Doctor,89,67,98.0,94,89,60,95,0.6872586872586872,0.537037037037037,0.6271700271700271
1226,Jill,Anderson,jill.anderson.1226@gslingacademy.com,female,False,1,True,28,Banker,94,66,68.0,94,62,76,77,0.4749034749034746,0.6296296296296297,0.5367939367939367
1227,David,Coffey,david.coffey.1227@gslingacademy.com,male,False,6,False,6,Real Estate Developer,89,64,78.0,85,68,84,99,0.5907335907335907,0.37037037037037035,0.5025883025883024
1228,Brittany,Henderson,brittany.henderson.1228@gslingacademy.com,female,True,9,True,5,Business Owner,74,79,82.0,51,67,65,82,0.33204633204633205,0.6666666666666666,0.4658944658944659
1229,Holly,Richardson,holly.richardson.1229@gslingacademy.com,female,False,2,False,12,Teacher,95,82,70.0,81,94,93,69,0.6563706563706564,0.07407407407407407,0.42345202345202343
